version,eval_accuracy,eval_precision,eval_recall,eval_f1,final_f1_train,final_accuracy_train,final_train_loss,final_val_loss
V8,0.72,0.5180722891566265,0.7166666666666667,0.6013981143336138,0.4801487600858992,0.557535271371208,0.7367427146230768,0.9733681514150421
V5,0.6768,0.4457831325301205,0.6166666666666667,0.5174820304175938,0.47727832374879203,0.49140071101746813,0.9073400627692307,1.0996108603374668
V3,0.6335999999999999,0.38095238095238093,0.5333333333333333,0.44444395833386496,0.4152972449341324,0.48973163770061845,0.8393044667538851,0.9983860234032016
