version,eval_accuracy,eval_precision,eval_recall,eval_f1,final_f1_train,final_accuracy_train,final_train_loss,final_val_loss
V8,0.77,0.5822784810126582,0.7666666666666667,0.6618700129396526,0.5543050390673401,0.6000180129149515,0.7945617268153076,1.1350878127812989
V5,0.7238,0.5,0.65,0.5652168998113916,0.5281599391530236,0.569273952723914,0.8453020043986597,1.1256765714034191
V3,0.6776,0.425,0.5666666666666667,0.4857137959188612,0.45979794249493505,0.5468207411270277,0.8934831907266045,1.1948082026164295
